cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,state,step_no,value_inc,value_chal,value_3rd,weight,step_description,timestamp,simulations
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Indiana,10,.94445,.05555,,,Chance of winning,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Illinois,9,40.85463,57.76258,,,Projected vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Illinois,8,44.59133,54.02589,,.0272714,Blend with economic fundamentals,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Illinois,7,40.75053,57.86669,,,Snapshot,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Illinois,6,37.94868,60.66854,,.3620617,Blend with regression,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Illinois,5,42.34072,56.2765,,,Reallocated vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Illinois,4,1.360649,1.360641,,,Reallocate undecideds and third-party votes,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Illinois,3,40.98007,54.91586,,,Adjusted polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Illinois,2,-.0241508,.0074654,,,Adjust for bounces & recent events,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Illinois,1,41.00422,54.90839,,,Polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Illinois,10,.0014,.9986,,,Chance of winning,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Idaho,9,59.95924,37.31637,,,Projected vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Idaho,8,63.47012,33.80549,,.0272714,Blend with economic fundamentals,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Idaho,7,59.84539,37.43022,,,Snapshot,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Idaho,6,62.25348,35.02213,,.4093233,Blend with regression,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Idaho,5,58.17665,39.09896,,,Reallocated vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Idaho,4,1.131516,1.131516,,,Reallocate undecideds and third-party votes,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Idaho,3,57.04513,37.96745,,,Adjusted polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Idaho,2,-.1706276,-.0494347,,,Adjust for bounces & recent events,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Idaho,1,57.21576,38.01688,,,Polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Idaho,10,.994475,.005525,,,Chance of winning,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Hawaii,9,31.92335,66.56027,,,Projected vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Hawaii,8,35.38824,63.09539,,.0272714,Blend with economic fundamentals,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Hawaii,7,31.81017,66.67346,,,Snapshot,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Hawaii,6,28.90402,69.57961,,.3885192,Blend with regression,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Hawaii,5,33.65665,64.82697,,,Reallocated vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Hawaii,4,2.252741,2.252743,,,Reallocate undecideds and third-party votes,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Hawaii,3,31.40391,62.57423,,,Adjusted polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Hawaii,2,-.0094814,.0005417,,,Adjust for bounces & recent events,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Hawaii,1,31.41339,62.57369,,,Polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Hawaii,10,.0082,.9918,,,Chance of winning,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Georgia,9,49.17118,50.05725,,,Projected vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Georgia,8,52.99688,46.23155,,.0272714,Blend with economic fundamentals,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Georgia,7,49.07879,50.14964,,,Snapshot,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Georgia,6,51.13126,48.09717,,.1058161,Blend with regression,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Georgia,5,48.83591,50.39252,,,Reallocated vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Georgia,4,2.033607,2.033607,,,Reallocate undecideds and third-party votes,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Georgia,3,46.8023,48.35892,,,Adjusted polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Georgia,2,-.0023155,-.0082588,,,Adjust for bounces & recent events,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Georgia,1,46.80462,48.36718,,,Polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Georgia,10,.42465,.57535,,,Chance of winning,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Florida,9,48.57824,50.66668,,,Projected vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Florida,8,52.38444,46.86049,,.0272714,Blend with economic fundamentals,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Florida,7,48.46396,50.78096,,,Snapshot,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Florida,6,47.37999,51.86493,,.0451339,Blend with regression,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Florida,5,48.51519,50.72973,,,Reallocated vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Florida,4,1.976311,1.976307,,,Reallocate undecideds and third-party votes,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Florida,3,46.53888,48.75342,,,Adjusted polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Florida,2,-.0101929,.0043526,,,Adjust for bounces & recent events,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Florida,1,46.54908,48.74907,,,Polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Florida,10,.343125,.656875,,,Chance of winning,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",District of Columbia,9,6.710818,90.07728,,,Projected vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",District of Columbia,8,8.059753,88.72834,,.0272714,Blend with economic fundamentals,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",District of Columbia,7,6.688752,90.09934,,,Snapshot,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",District of Columbia,6,5.569147,91.21895,,.6375502,Blend with regression,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",District of Columbia,5,8.658134,88.12996,,,Reallocated vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",District of Columbia,4,.3861961,.3861923,,,Reallocate undecideds and third-party votes,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",District of Columbia,3,8.271937,87.74377,,,Adjusted polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",District of Columbia,2,-.0082598,-.0203705,,,Adjust for bounces & recent events,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",District of Columbia,1,8.280197,87.76414,,,Polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",District of Columbia,10,0,1,,,Chance of winning,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Delaware,9,36.57173,62.25813,,,Projected vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Delaware,8,40.22823,58.60163,,.0272714,Blend with economic fundamentals,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Delaware,7,36.4783,62.35156,,,Snapshot,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Delaware,6,35.45577,63.37409,,.3795496,Blend with regression,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Delaware,5,37.10382,61.72604,,,Reallocated vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Delaware,4,2.713593,2.713593,,,Reallocate undecideds and third-party votes,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Delaware,3,34.39022,59.01245,,,Adjusted polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Delaware,2,.0248871,-.0761871,,,Adjust for bounces & recent events,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Delaware,1,34.36534,59.08864,,,Polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Delaware,10,.00005,.99995,,,Chance of winning,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Connecticut,9,37.91797,61.18908,,,Projected vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Connecticut,8,41.59762,57.50943,,.0272714,Blend with economic fundamentals,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Connecticut,7,37.80421,61.30284,,,Snapshot,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Connecticut,6,39.32607,59.78098,,.3898184,Blend with regression,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Connecticut,5,36.83196,62.27509,,,Reallocated vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Connecticut,4,4.511524,4.511524,,,Reallocate undecideds and third-party votes,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Connecticut,3,32.32043,57.76357,,,Adjusted polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Connecticut,2,.0119781,.0086327,,,Adjust for bounces & recent events,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Connecticut,1,32.30846,57.75494,,,Polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Connecticut,10,.00105,.99895,,,Chance of winning,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Colorado,9,42.84314,55.37621,,,Projected vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Colorado,8,46.58199,51.63736,,.0272714,Blend with economic fundamentals,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Colorado,7,42.72638,55.49297,,,Snapshot,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Colorado,6,44.36963,53.84973,,.2213778,Blend with regression,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Colorado,5,42.25918,55.96017,,,Reallocated vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Colorado,4,2.074181,2.074184,,,Reallocate undecideds and third-party votes,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Colorado,3,40.185,53.88599,,,Adjusted polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Colorado,2,-.00457,-.0103569,,,Adjust for bounces & recent events,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Colorado,1,40.18957,53.89634,,,Polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Colorado,10,.0289,.9711,,,Chance of winning,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",California,9,34.46006,63.68807,,,Projected vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",California,8,38.02871,60.11942,,.0272714,Blend with economic fundamentals,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",California,7,34.36279,63.78534,,,Snapshot,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",California,6,33.06489,65.08324,,.2813187,Blend with regression,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",California,5,34.87083,63.2773,,,Reallocated vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",California,4,2.218636,2.218636,,,Reallocate undecideds and third-party votes,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",California,3,32.65219,61.05866,,,Adjusted polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",California,2,-.0126572,-.0003815,,,Adjust for bounces & recent events,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",California,1,32.66485,61.05904,,,Polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",California,10,.002025,.997975,,,Chance of winning,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Arkansas,9,61.41861,37.08015,,,Projected vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Arkansas,8,64.95876,33.54,,.0272714,Blend with economic fundamentals,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Arkansas,7,61.31296,37.1858,,,Snapshot,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Arkansas,6,60.37569,38.12306,,.3243139,Blend with regression,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Arkansas,5,61.76283,36.73593,,,Reallocated vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Arkansas,4,1.694874,1.694874,,,Reallocate undecideds and third-party votes,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Arkansas,3,60.06795,35.04106,,,Adjusted polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Arkansas,2,-.0968895,.0502052,,,Adjust for bounces & recent events,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Arkansas,1,60.16484,34.99085,,,Polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Arkansas,10,.992875,.007125,,,Chance of winning,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Arizona,9,47.98409,50.74163,,,Projected vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Arizona,8,51.76824,46.95748,,.0272714,Blend with economic fundamentals,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Arizona,7,47.86774,50.85799,,,Snapshot,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Arizona,6,48.16917,50.55655,,.1228971,Blend with regression,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Arizona,5,47.8255,50.90022,,,Reallocated vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Arizona,4,2.19305,2.19305,,,Reallocate undecideds and third-party votes,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Arizona,3,45.63245,48.70717,,,Adjusted polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Arizona,2,-.0026169,.0012817,,,Adjust for bounces & recent events,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Arizona,1,45.63507,48.70589,,,Polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Arizona,10,.3134,.6866,,,Chance of winning,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Alaska,9,53.07064,44.68092,,,Projected vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Alaska,8,56.77219,40.97937,,.0272714,Blend with economic fundamentals,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Alaska,7,52.95561,44.79594,,,Snapshot,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Alaska,6,53.70063,44.05092,,.3277717,Blend with regression,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Alaska,5,52.59234,45.15921,,,Reallocated vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Alaska,4,1.764835,1.764832,,,Reallocate undecideds and third-party votes,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Alaska,3,50.82751,43.39438,,,Adjusted polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Alaska,2,-.0160828,.0004044,,,Adjust for bounces & recent events,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Alaska,1,50.84359,43.39397,,,Polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Alaska,10,.84305,.15695,,,Chance of winning,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Alabama,9,59.43254,39.7782,,,Projected vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Alabama,8,63.09563,36.11512,,.0272714,Blend with economic fundamentals,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Alabama,7,59.346,39.86474,,,Snapshot,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Alabama,6,60.05104,39.1597,,.3604838,Blend with regression,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Alabama,5,58.94858,40.26216,,,Reallocated vote share,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Alabama,4,1.973351,1.973351,,,Reallocate undecideds and third-party votes,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Alabama,3,56.97523,38.28881,,,Adjusted polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Alabama,2,-.006012,.0022736,,,Adjust for bounces & recent events,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Alabama,1,56.98124,38.28654,,,Polling average,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",Alabama,10,.98195,.01805,,,Chance of winning,17:26:03 30 Oct 2020,40000
