cycle,branch,forecastdate,district,candidateA,candidateB,displaystep,description,margin,lite_weight,classic_weight,deluxe_weight,simulations,timestamp
2020,Senate,10/30/20,WY-S2,Merav Ben-David,Cynthia Lummis,4,Expert ratings adjusted for national environment,-35.70523,0,0,1.239421,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,WY-S2,Merav Ben-David,Cynthia Lummis,3,Fundamentals (non-polling factors),-39.24187,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,WY-S2,Merav Ben-David,Cynthia Lummis,2,CANTOR (analysis of comparable disticts),-24.61346,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,WY-S2,Merav Ben-David,Cynthia Lummis,1,Polls adjusted for house effects & other factors,-29.83558,1.045976,1.045976,1.045976,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,WV-S2,Paula Jean Swearengin,Shelley Moore Capito,4,Expert ratings adjusted for national environment,-25.47575,0,0,1.121314,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,WV-S2,Paula Jean Swearengin,Shelley Moore Capito,3,Fundamentals (non-polling factors),-25.17603,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,WV-S2,Paula Jean Swearengin,Shelley Moore Capito,2,CANTOR (analysis of comparable disticts),-22.13921,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,WV-S2,Paula Jean Swearengin,Shelley Moore Capito,1,Polls adjusted for house effects & other factors,-19.37813,.8091737,.8091737,.8091737,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,VA-S2,Mark Warner,Daniel Gade,4,Expert ratings adjusted for national environment,21.01463,0,0,4.604316,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,VA-S2,Mark Warner,Daniel Gade,3,Fundamentals (non-polling factors),22.68566,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,VA-S2,Mark Warner,Daniel Gade,2,CANTOR (analysis of comparable disticts),18.98536,0,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,VA-S2,Mark Warner,Daniel Gade,1,Polls adjusted for house effects & other factors,17.12088,7.792511,7.792511,7.792511,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,TX-S2,M.J. Hegar,John Cornyn,4,Expert ratings adjusted for national environment,-9.77795,0,0,9.034436,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,TX-S2,M.J. Hegar,John Cornyn,3,Fundamentals (non-polling factors),-7.637945,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,TX-S2,M.J. Hegar,John Cornyn,2,CANTOR (analysis of comparable disticts),-8.875108,0,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,TX-S2,M.J. Hegar,John Cornyn,1,Polls adjusted for house effects & other factors,-6.539833,16.6748,16.6748,16.6748,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,TN-S2,Marquita Bradshaw,Bill Hagerty,4,Expert ratings adjusted for national environment,-24.46028,0,0,1.537748,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,TN-S2,Marquita Bradshaw,Bill Hagerty,3,Fundamentals (non-polling factors),-23.42671,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,TN-S2,Marquita Bradshaw,Bill Hagerty,2,CANTOR (analysis of comparable disticts),-11.56489,.3558857,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,TN-S2,Marquita Bradshaw,Bill Hagerty,1,Polls adjusted for house effects & other factors,-20.22283,1.644114,1.644114,1.644114,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,SD-S2,Dan Ahlers,Mike Rounds,4,Expert ratings adjusted for national environment,-28.06027,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,SD-S2,Dan Ahlers,Mike Rounds,3,Fundamentals (non-polling factors),-25.64918,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,SD-S2,Dan Ahlers,Mike Rounds,2,CANTOR (analysis of comparable disticts),-31.17558,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,SD-S2,Dan Ahlers,Mike Rounds,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,SC-S2,Jaime Harrison,Lindsey Graham,4,Expert ratings adjusted for national environment,-4.971757,0,0,4.794984,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,SC-S2,Jaime Harrison,Lindsey Graham,3,Fundamentals (non-polling factors),-6.470097,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,SC-S2,Jaime Harrison,Lindsey Graham,2,CANTOR (analysis of comparable disticts),-8.542395,0,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,SC-S2,Jaime Harrison,Lindsey Graham,1,Polls adjusted for house effects & other factors,-4.716808,8.174796,8.174796,8.174796,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,RI-S2,Jack Reed,Allen Waters,4,Expert ratings adjusted for national environment,47.79948,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,RI-S2,Jack Reed,Allen Waters,3,Fundamentals (non-polling factors),49.1604,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,RI-S2,Jack Reed,Allen Waters,2,CANTOR (analysis of comparable disticts),48.33816,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,RI-S2,Jack Reed,Allen Waters,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,OR-S2,Jeff Merkley,Jo Rae Perkins,4,Expert ratings adjusted for national environment,24.5739,0,0,1.305978,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,OR-S2,Jeff Merkley,Jo Rae Perkins,3,Fundamentals (non-polling factors),31.07056,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,OR-S2,Jeff Merkley,Jo Rae Perkins,2,CANTOR (analysis of comparable disticts),18.08551,.8205799,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,OR-S2,Jeff Merkley,Jo Rae Perkins,1,Polls adjusted for house effects & other factors,19.54317,1.17942,1.17942,1.17942,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,OK-S2,Abby Broyles,Jim Inhofe,4,Expert ratings adjusted for national environment,-24.22499,0,0,2.191319,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,OK-S2,Abby Broyles,Jim Inhofe,3,Fundamentals (non-polling factors),-26.66222,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,OK-S2,Abby Broyles,Jim Inhofe,2,CANTOR (analysis of comparable disticts),-22.27442,0,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,OK-S2,Abby Broyles,Jim Inhofe,1,Polls adjusted for house effects & other factors,-17.89193,2.954509,2.954509,2.954509,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NM-S2,Ben Ray Luj치n,Mark Ronchetti,4,Expert ratings adjusted for national environment,18.78205,0,0,1.958842,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NM-S2,Ben Ray Luj치n,Mark Ronchetti,3,Fundamentals (non-polling factors),16.73211,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NM-S2,Ben Ray Luj치n,Mark Ronchetti,2,CANTOR (analysis of comparable disticts),15.52191,0,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NM-S2,Ben Ray Luj치n,Mark Ronchetti,1,Polls adjusted for house effects & other factors,8.655708,2.488397,2.488397,2.488397,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NJ-S2,Cory Booker,Rikin Mehta,4,Expert ratings adjusted for national environment,26.09024,0,0,2.439029,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NJ-S2,Cory Booker,Rikin Mehta,3,Fundamentals (non-polling factors),29.63433,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NJ-S2,Cory Booker,Rikin Mehta,2,CANTOR (analysis of comparable disticts),20.12704,0,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NJ-S2,Cory Booker,Rikin Mehta,1,Polls adjusted for house effects & other factors,26.19912,3.45116,3.45116,3.45116,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NH-S2,Jeanne Shaheen,Corky Messner,4,Expert ratings adjusted for national environment,17.60931,0,0,4.312877,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NH-S2,Jeanne Shaheen,Corky Messner,3,Fundamentals (non-polling factors),27.15229,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NH-S2,Jeanne Shaheen,Corky Messner,2,CANTOR (analysis of comparable disticts),11.7394,0,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NH-S2,Jeanne Shaheen,Corky Messner,1,Polls adjusted for house effects & other factors,15.64571,7.208182,7.208182,7.208182,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NE-S2,Chris Janicek,Ben Sasse,4,Expert ratings adjusted for national environment,-32.43618,0,0,1.540962,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NE-S2,Chris Janicek,Ben Sasse,3,Fundamentals (non-polling factors),-34.81597,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NE-S2,Chris Janicek,Ben Sasse,2,CANTOR (analysis of comparable disticts),-16.68217,.3494414,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NE-S2,Chris Janicek,Ben Sasse,1,Polls adjusted for house effects & other factors,-29.39771,1.650559,1.650559,1.650559,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NC-S2,Cal Cunningham,Thom Tillis,4,Expert ratings adjusted for national environment,.1855855,0,0,16.93785,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NC-S2,Cal Cunningham,Thom Tillis,3,Fundamentals (non-polling factors),-.120828,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NC-S2,Cal Cunningham,Thom Tillis,2,CANTOR (analysis of comparable disticts),.4355209,0,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NC-S2,Cal Cunningham,Thom Tillis,1,Polls adjusted for house effects & other factors,3.65369,32.52095,32.52095,32.52095,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MT-S2,Steve Bullock,Steve Daines,4,Expert ratings adjusted for national environment,-3.512562,0,0,4.790439,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MT-S2,Steve Bullock,Steve Daines,3,Fundamentals (non-polling factors),-1.909328,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MT-S2,Steve Bullock,Steve Daines,2,CANTOR (analysis of comparable disticts),-11.5596,0,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MT-S2,Steve Bullock,Steve Daines,1,Polls adjusted for house effects & other factors,-2.24448,8.165682,8.165682,8.165682,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MS-S2,Mike Espy,Cindy Hyde-Smith,4,Expert ratings adjusted for national environment,-17.1188,0,0,1.469814,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MS-S2,Mike Espy,Cindy Hyde-Smith,3,Fundamentals (non-polling factors),-.7807328,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MS-S2,Mike Espy,Cindy Hyde-Smith,2,CANTOR (analysis of comparable disticts),-6.873376,.4920924,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MS-S2,Mike Espy,Cindy Hyde-Smith,1,Polls adjusted for house effects & other factors,-7.973969,1.507908,1.507908,1.507908,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MN-S2,Tina Smith,Jason Lewis,4,Expert ratings adjusted for national environment,19.11444,0,0,4.424846,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MN-S2,Tina Smith,Jason Lewis,3,Fundamentals (non-polling factors),17.87459,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MN-S2,Tina Smith,Jason Lewis,2,CANTOR (analysis of comparable disticts),12.82173,0,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MN-S2,Tina Smith,Jason Lewis,1,Polls adjusted for house effects & other factors,7.489082,7.432678,7.432678,7.432678,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MI-S2,Gary Peters,John James,4,Expert ratings adjusted for national environment,5.443244,0,0,16.84387,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MI-S2,Gary Peters,John James,3,Fundamentals (non-polling factors),21.4925,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MI-S2,Gary Peters,John James,2,CANTOR (analysis of comparable disticts),18.02612,0,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MI-S2,Gary Peters,John James,1,Polls adjusted for house effects & other factors,7.479015,32.33252,32.33252,32.33252,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ME-S2,Sara Gideon,Susan Collins,4,Expert ratings adjusted for national environment,2.424537,0,0,4.155067,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ME-S2,Sara Gideon,Susan Collins,3,Fundamentals (non-polling factors),-11.00069,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ME-S2,Sara Gideon,Susan Collins,2,CANTOR (analysis of comparable disticts),4.573358,0,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ME-S2,Sara Gideon,Susan Collins,1,Polls adjusted for house effects & other factors,4.333725,6.891777,6.891777,6.891777,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MA-S2,Ed Markey,Kevin O'Connor,4,Expert ratings adjusted for national environment,35.13658,0,0,1.700137,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MA-S2,Ed Markey,Kevin O'Connor,3,Fundamentals (non-polling factors),38.66362,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MA-S2,Ed Markey,Kevin O'Connor,2,CANTOR (analysis of comparable disticts),29.76865,.0303005,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MA-S2,Ed Markey,Kevin O'Connor,1,Polls adjusted for house effects & other factors,35.40316,1.9697,1.9697,1.9697,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,LA-S2,All Democrats,All Republicans,4,Expert ratings adjusted for national environment,-25.80717,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,LA-S2,All Democrats,All Republicans,3,Fundamentals (non-polling factors),-8.238853,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,LA-S2,All Democrats,All Republicans,2,CANTOR (analysis of comparable disticts),-17.79855,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,LA-S2,All Democrats,All Republicans,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KY-S2,Amy McGrath,Mitch McConnell,4,Expert ratings adjusted for national environment,-17.402,0,0,2.716923,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KY-S2,Amy McGrath,Mitch McConnell,3,Fundamentals (non-polling factors),-9.223767,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KY-S2,Amy McGrath,Mitch McConnell,2,CANTOR (analysis of comparable disticts),-14.83226,0,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KY-S2,Amy McGrath,Mitch McConnell,1,Polls adjusted for house effects & other factors,-11.39793,4.008333,4.008333,4.008333,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KS-S2,Barbara Bollier,Roger Marshall,4,Expert ratings adjusted for national environment,-7.210708,0,0,4.083425,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KS-S2,Barbara Bollier,Roger Marshall,3,Fundamentals (non-polling factors),-5.816227,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KS-S2,Barbara Bollier,Roger Marshall,2,CANTOR (analysis of comparable disticts),-7.821589,0,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KS-S2,Barbara Bollier,Roger Marshall,1,Polls adjusted for house effects & other factors,-3.600231,6.748136,6.748136,6.748136,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,IL-S2,Richard J. Durbin,Mark C. Curran Jr.,4,Expert ratings adjusted for national environment,27.57226,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,IL-S2,Richard J. Durbin,Mark C. Curran Jr.,3,Fundamentals (non-polling factors),27.66145,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,IL-S2,Richard J. Durbin,Mark C. Curran Jr.,2,CANTOR (analysis of comparable disticts),35.9785,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,IL-S2,Richard J. Durbin,Mark C. Curran Jr.,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ID-S2,Paulette Jordan,Jim Risch,4,Expert ratings adjusted for national environment,-25.16529,0,0,1.161281,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ID-S2,Paulette Jordan,Jim Risch,3,Fundamentals (non-polling factors),-20.91581,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ID-S2,Paulette Jordan,Jim Risch,2,CANTOR (analysis of comparable disticts),-22.44345,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ID-S2,Paulette Jordan,Jim Risch,1,Polls adjusted for house effects & other factors,-24.52028,.8893057,.8893057,.8893057,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,IA-S2,Theresa Greenfield,Joni Ernst,4,Expert ratings adjusted for national environment,.9653413,0,0,7.421905,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,IA-S2,Theresa Greenfield,Joni Ernst,3,Fundamentals (non-polling factors),.6393663,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,IA-S2,Theresa Greenfield,Joni Ernst,2,CANTOR (analysis of comparable disticts),-5.988436,0,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,IA-S2,Theresa Greenfield,Joni Ernst,1,Polls adjusted for house effects & other factors,.7159653,13.44171,13.44171,13.44171,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,GA-S3,All Democrats,All Republicans,4,Expert ratings adjusted for national environment,-2.732806,0,0,8.19354,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,GA-S3,All Democrats,All Republicans,3,Fundamentals (non-polling factors),3.559894,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,GA-S3,All Democrats,All Republicans,2,CANTOR (analysis of comparable disticts),.2410474,0,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,GA-S3,All Democrats,All Republicans,1,Polls adjusted for house effects & other factors,-1.473202,14.98882,14.98882,14.98882,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,GA-S2,Jon Ossoff,David Perdue,4,Expert ratings adjusted for national environment,-1.27361,0,0,10.43062,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,GA-S2,Jon Ossoff,David Perdue,3,Fundamentals (non-polling factors),.3223625,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,GA-S2,Jon Ossoff,David Perdue,2,CANTOR (analysis of comparable disticts),-6.597999,0,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,GA-S2,Jon Ossoff,David Perdue,1,Polls adjusted for house effects & other factors,.3235893,19.47411,19.47411,19.47411,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,DE-S2,Christopher A. Coons,Lauren Witzke,4,Expert ratings adjusted for national environment,30.66095,0,0,1.375906,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,DE-S2,Christopher A. Coons,Lauren Witzke,3,Fundamentals (non-polling factors),34.17996,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,DE-S2,Christopher A. Coons,Lauren Witzke,2,CANTOR (analysis of comparable disticts),22.02649,.6803744,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,DE-S2,Christopher A. Coons,Lauren Witzke,1,Polls adjusted for house effects & other factors,30.66043,1.319626,1.319626,1.319626,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,CO-S2,John W. Hickenlooper,Cory Gardner,4,Expert ratings adjusted for national environment,7.23073,0,0,4.989335,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,CO-S2,John W. Hickenlooper,Cory Gardner,3,Fundamentals (non-polling factors),3.462358,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,CO-S2,John W. Hickenlooper,Cory Gardner,2,CANTOR (analysis of comparable disticts),2.496515,0,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,CO-S2,John W. Hickenlooper,Cory Gardner,1,Polls adjusted for house effects & other factors,9.260971,8.564465,8.564465,8.564465,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,AZ-S3,Mark Kelly,Martha McSally,4,Expert ratings adjusted for national environment,4.663488,0,0,10.84824,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,AZ-S3,Mark Kelly,Martha McSally,3,Fundamentals (non-polling factors),1.630723,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,AZ-S3,Mark Kelly,Martha McSally,2,CANTOR (analysis of comparable disticts),3.256793,0,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,AZ-S3,Mark Kelly,Martha McSally,1,Polls adjusted for house effects & other factors,7.181469,20.31142,20.31142,20.31142,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,AR-S2,Ricky Dale Harrington Jr.,Tom Cotton,4,Expert ratings adjusted for national environment,-65.81226,0,0,2.391442,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,AR-S2,Ricky Dale Harrington Jr.,Tom Cotton,3,Fundamentals (non-polling factors),-63.27572,0,1.439034,1.439034,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,AR-S2,Ricky Dale Harrington Jr.,Tom Cotton,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,AR-S2,Ricky Dale Harrington Jr.,Tom Cotton,1,Polls adjusted for house effects & other factors,-38.55639,3.355751,3.355751,3.355751,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,AL-S2,Doug Jones,Tommy Tuberville,4,Expert ratings adjusted for national environment,-9.77795,0,0,3.038701,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,AL-S2,Doug Jones,Tommy Tuberville,3,Fundamentals (non-polling factors),11.34964,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,AL-S2,Doug Jones,Tommy Tuberville,2,CANTOR (analysis of comparable disticts),-6.755058,0,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,AL-S2,Doug Jones,Tommy Tuberville,1,Polls adjusted for house effects & other factors,-10.48505,4.653489,4.653489,4.653489,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,AK-S2,Al Gross,Dan Sullivan,4,Expert ratings adjusted for national environment,-7.990464,0,0,3.441612,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,AK-S2,Al Gross,Dan Sullivan,3,Fundamentals (non-polling factors),-2.500675,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,AK-S2,Al Gross,Dan Sullivan,2,CANTOR (analysis of comparable disticts),-8.672552,0,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,Senate,10/30/20,AK-S2,Al Gross,Dan Sullivan,1,Polls adjusted for house effects & other factors,-4.326706,5.461317,5.461317,5.461317,40000,17:34:24 30 Oct 2020
